,Facility ID,Facility Name,Hospital overall rating
4209,431301,FAULKTON AREA MEDICAL CENTER,-1
4210,431302,AVERA MISSOURI RIVER HEALTH CENTER,-1
4211,431305,DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,-1
4212,431306,PLATTE HEALTH CENTER,-1
4213,431307,SANFORD CLEAR LAKE MEDICAL CENTER,-1
4214,431308,EUREKA COMMUNITY HEALTH SERVICES - CAH,-1
4215,431309,COMMUNITY MEMORIAL HOSPITAL,-1
4216,431310,AVERA FLANDREAU HOSPITAL - CAH,-1
4217,431311,SANFORD HOSPITAL WEBSTER - CAH,-1
4218,431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,-1
4219,431313,FREEMAN MEDICAL CENTER - CAH,-1
4220,431314,BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH,-1
4221,431315,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,-1
4222,431316,COMMUNITY MEMORIAL HOSPITAL,-1
4223,431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,-1
4224,431318,BOWDLE HOSPITAL - CAH,-1
4225,431319,HANS P PETERSON MEMORIAL HOSPITAL - CAH,-1
4226,431320,MONUMENT HEALTH LEAD-DEADWOOD HOSPITAL,-1
4227,431321,MONUMENT HEALTH STURGIS HOSPITAL,-1
4228,431322,FALL RIVER HOSPITAL - CAH,-1
4229,431323,MONUMENT HEALTH CUSTER HOSPITAL,-1
4230,431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,-1
4231,431325,MOBRIDGE REGIONAL HOSPITAL - CAH,-1
4232,431326,MILBANK AREA HOSPITAL/AVERA HEALTH,-1
4233,431327,ST MICHAEL'S HOSPITAL - CAH,-1
4234,431328,PIONEER MEMORIAL HOSPITAL - CAH,-1
4235,431329,SANFORD CHAMBERLAIN MEDICAL CENTER,-1
4236,431330,AVERA ST BENEDICT HEALTH CENTER - CAH,-1
4237,431331,AVERA DELLS AREA HOSPITAL  - CAH,-1
4238,431332,AVERA DE SMET MEMORIAL HOSPITAL - CAH,-1
4239,431333,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,-1
4240,431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,-1
4241,431335,HURON REGIONAL MEDICAL CENTER,2
4242,431336,SANFORD VERMILLION HOSPITAL,-1
4243,431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,-1
4244,431338,AVERA GREGORY HOSPITAL,-1
4245,431339,COTEAU DES PRAIRIES HEALTH CARE SYSTEM,-1
4246,433300,LIFESCAPE,-1
4247,434003,SOUTH DAKOTA HUMAN SERVICES CENTER,-1
4248,440001,UNICOI COUNTY  HOSPITAL,4
4249,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,2
4250,440003,SUMNER REGIONAL MEDICAL CENTER,2
4251,440006,TRISTAR SKYLINE MEDICAL CENTER,2
4252,440007,UNITY MEDICAL CENTER,5
4253,440008,HENDERSON COUNTY COMMUNITY HOSPITAL,2
4254,440009,CUMBERLAND MEDICAL CENTER,4
4255,440010,WAYNE MEDICAL CENTER,-1
4256,440011,BLOUNT MEMORIAL HOSPITAL,3
4257,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,2
4258,440015,"UNIVERSITY HEALTH SYSTEM, INC",4
4259,440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,3
4260,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,2
4261,440018,SYCAMORE SHOALS HOSPITAL,3
4262,440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,4
4263,440029,WILLIAMSON MEDICAL CENTER,4
4264,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,2
4265,440031,ROANE MEDICAL CENTER,4
4266,440032,HAWKINS COUNTY MEMORIAL HOSPITAL,-1
4267,440033,LAFOLLETTE MEDICAL CENTER,3
4268,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,2
4269,440035,TENNOVA HEALTHCARE-CLARKSVILLE,1
4270,440039,VANDERBILT UNIVERSITY MEDICAL CENTER,4
4271,440040,PERRY COMMUNITY HOSPITAL,-1
4272,440046,TRISTAR HORIZON MEDICAL CENTER,3
4273,440048,BAPTIST MEMORIAL HOSPITAL,2
4274,440049,METHODIST HOSPITALS OF MEMPHIS,4
4275,440050,GREENEVILLE COMMUNITY HOSPITAL,2
4276,440053,SAINT THOMAS RUTHERFORD HOSPITAL,3
4277,440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,4
4278,440057,CLAIBORNE MEDICAL CENTER,4
4279,440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,3
4280,440059,COOKEVILLE REGIONAL MEDICAL CENTER,3
4281,440060,WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,-1
4282,440061,VOLUNTEER COMMUNITY HOSPITAL,2
4283,440063,JOHNSON CITY MEDICAL CENTER,1
4284,440065,TRISTAR NORTHCREST MEDICAL CENTER,3
4285,440068,STARR REGIONAL MEDICAL CENTER ATHENS,2
4286,440072,DYERSBURG REGIONAL MEDICAL CENTER,2
4287,440073,MAURY REGIONAL HOSPITAL,4
4288,440081,LECONTE MEDICAL CENTER,4
4289,440082,SAINT THOMAS WEST HOSPITAL,4
4290,440084,SWEETWATER HOSPITAL ASSOCIATION,3
4291,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",5
4292,440102,LINCOLN MEDICAL CENTER,4
4293,440104,ERLANGER MEDICAL CENTER,1
4294,440109,HARDIN MEDICAL CENTER,3
4295,440110,FORT LOUDOUN MEDICAL CENTER,3
4296,440111,METRO NASHVILLE GENERAL HOSPITAL,1
4297,440120,PHYSICIANS REGIONAL MEDICAL CENTER,3
4298,440125,FORT SANDERS REGIONAL MEDICAL CENTER,3
4299,440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,5
4300,440131,BAPTIST MEMORIAL HOSPITAL TIPTON,3
4301,440132,HENRY COUNTY MEDICAL CENTER,5
4302,440137,VANDERBILT BEDFORD HOSPITAL,3
4303,440144,VANDERBILT TULLAHOMA-HARTON HOSPITAL,3
4304,440148,DEKALB COMMUNITY HOSPITAL,-1
4305,440150,TRISTAR SUMMIT MEDICAL CENTER,2
4306,440151,SAINT THOMAS RIVER PARK HOSPITAL,4
4307,440152,REGIONAL ONE HEALTH,1
4308,440153,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,4
4309,440156,PARKRIDGE MEDICAL CENTER,3
4310,440159,DELTA SPECIALTY HOSPITAL,-1
4311,440161,TRISTAR CENTENNIAL MEDICAL CENTER,3
4312,440173,PARKWEST MEDICAL CENTER,3
4313,440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,3
4314,440176,INDIAN PATH COMMUNITY HOSPITAL,4
4315,440183,ST FRANCIS HOSPITAL,3
4316,440184,FRANKLIN WOODS COMMUNITY HOSPITAL,3
4317,440185,TENNOVA HEALTH CARE-CLEVELAND,2
4318,440187,LIVINGSTON REGIONAL HOSPITAL,4
4319,440192,SAINT THOMAS HIGHLANDS HOSPITAL,4
4320,440193,VANDERBILT WILSON COUNTY HOSPITAL,2
4321,440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,4
4322,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,4
4323,440200,STONES RIVER HOSPITAL,-1
4324,440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,-1
4325,440227,TRISTAR STONECREST MEDICAL CENTER,4
4326,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,4
4327,440231,TRUSTPOINT HOSPITAL,-1
4328,441300,SAINT THOMAS HICKMAN HOSPITAL,-1
4329,441301,TROUSDALE MEDICAL CENTER,-1
4330,441303,THREE RIVERS HOSPITAL,-1
4331,441304,JOHNSON COUNTY COMMUNITY HOSPITAL,-1
4332,441305,MACON COMMUNITY HOSPITAL,5
4333,441306,ERLANGER BLEDSOE HOSPITAL,-1
4334,441307,RIVERVIEW REGIONAL MEDICAL CENTER,2
4335,441309,MARSHALL MEDICAL CENTER,-1
4336,441310,RHEA MEDICAL CENTER,2
4337,441311,TRISTAR ASHLAND CITY MEDICAL CENTER,-1
4338,441313,HANCOCK COUNTY HOSPITAL,-1
4339,441314,LAUDERDALE COMMUNITY HOSPITAL,-1
4340,441316,WEST TENNESSEE HEALTHCARE CAMDEN HOSPITAL,-1
4341,441320,WEST TENNESSEE HEALTHCARE BOLIVAR HOSPITAL,-1
4342,441322,HOUSTON COUNTY COMMUNITY HOSPITAL,-1
4343,441323,BIG SOUTH FORK MEDICAL CENTER,-1
4344,443302,ST JUDE CHILDRENS RESEARCH HOSPITAL,-1
4345,443303,EAST TENNESSEE CHILDRENS HOSPITAL,-1
4346,444001,MEMPHIS MENTAL HEALTH INSTITUTE,-1
4347,444002,MOCCASIN BEND MENTAL HEALTH INSTITUTE,-1
4348,444003,RIDGEVIEW PSYCHIATRIC HOSPITAL AND CENTER,-1
4349,444004,LAKESIDE BEHAVIORAL HEALTH SYSTEM,-1
4350,444005,UNITY PSYCHIATRIC CARE-MARTIN,-1
4351,444007,ROLLING HILLS PSYCHIATRIC HOSPITAL,-1
4352,444008,WESTERN MENTAL HEALTH INSTITUTE,-1
4353,444010,"PATHWAYS OF TENNESSEE, INC",-1
4354,444014,MIDDLE TN MENTAL HEALTH INSTITUTE,-1
4355,444019,UNITY PSYCHIATRIC CARE-CLARKSVILLE,-1
4356,444021,UNITY PSYCHIATRIC CARE-COLUMBIA,-1
4357,444022,TEN BROECK TENNESSEE,-1
4358,444023,PERIMETER BEHAVIORAL CENTER OF JACKSON,-1
4359,444024,UNITY PSYCHIATRIC CARE-MEMPHIS,-1
4360,444025,CRESTWYN BEHAVIORAL HEALTH,-1
4361,444026,"ERLANGER BEHAVIORAL HOSPITAL, LLC",-1
4362,444027,CREEKSIDE BEHAVIORAL HEALTH,-1
4363,444028,"BEHAVIORAL HEALTH OF ROCKY TOP, LLC",-1
4364,444029,PINEWOOD SPRINGS,-1
4365,444030,ASCENSION SAINT THOMAS BEHAVIORAL HEALTH HOSPITAL,-1
4366,450002,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,3
4367,450007,PETERSON REGIONAL MEDICAL CENTER,4
4368,450010,UNITED REGIONAL HEALTH CARE SYSTEM,4
4369,450011,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,4
4370,450015,PARKLAND HEALTH & HOSPITAL SYSTEM,2
4371,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,2
4372,450021,BAYLOR UNIVERSITY MEDICAL CENTER,3
4373,450023,CITIZENS MEDICAL CENTER,4
4374,450024,UNIVERSITY MEDICAL CENTER OF EL PASO,2
4375,450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,3
4376,450029,LAREDO MEDICAL CENTER,2
4377,450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,2
4378,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2
4379,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2
4380,450035,ST JOSEPH MEDICAL CENTER,4
4381,450039,JPS HEALTH NETWORK,3
4382,450040,COVENANT MEDICAL CENTER,3
4383,450042,PROVIDENCE HEALTH CENTER,4
4384,450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,5
4385,450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,2
4386,450051,METHODIST DALLAS MEDICAL CENTER,3
4387,450054,BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,5
4388,450055,ROLLING PLAINS MEMORIAL HOSPITAL,3
4389,450056,ASCENSION SETON MEDICAL CENTER AUSTIN,3
4390,450058,BAPTIST MEDICAL CENTER,3
4391,450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,2
4392,450068,MEMORIAL HERMANN - TEXAS MEDICAL CENTER,3
4393,450072,CHI ST. LUKES' BRAZOSPORT HOSPITAL,5
4394,450078,ANSON GENERAL HOSPITAL,-1
4395,450079,BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING,4
4396,450080,TITUS REGIONAL MEDICAL CENTER,4
4397,450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,4
4398,450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,3
4399,450085,GRAHAM REGIONAL MEDICAL CENTER,4
4400,450087,MEDICAL CITY NORTH HILLS,3
4401,450090,NORTH TEXAS MEDICAL CENTER,3
4402,450092,FORT DUNCAN MEDICAL CENTER,4
4403,450097,HCA HOUSTON HEALTHCARE SOUTHEAST,2
4404,450099,PAMPA REGIONAL MEDICAL CENTER,4
4405,450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,3
4406,450102,CHRISTUS MOTHER FRANCES HOSPITAL,4
4407,450104,GUADALUPE REGIONAL MEDICAL CENTER,5
4408,450107,LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,2
4409,450108,CONNALLY MEMORIAL MEDICAL CENTER,4
4410,450119,SOUTH TEXAS HEALTH SYSTEM,4
4411,450124,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,3
4412,450128,KNAPP MEDICAL CENTER,2
4413,450132,MEDICAL CENTER HOSPITAL,1
4414,450133,MIDLAND MEMORIAL HOSPITAL,2
4415,450135,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,2
4416,450137,BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,3
4417,450143,ASCENSION SETON SMITHVILLE,-1
4418,450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,3
4419,450147,DE TAR HOSPITAL NAVARRO,3
4420,450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,4
4421,450152,ADVENTHEALTH CENTRAL TEXAS,3
4422,450154,VAL VERDE REGIONAL MEDICAL CENTER,3
4423,450155,HEREFORD REGIONAL MEDICAL CENTER,-1
4424,450162,GRACE SURGICAL HOSPITAL,3
4425,450163,CHRISTUS SPOHN HOSPITAL KLEBERG,3
4426,450165,METHODIST HOSPITAL ATASCOSA,5
4427,450176,MISSION REGIONAL MEDICAL CENTER,4
4428,450184,MEMORIAL HERMANN HOSPITAL SYSTEM,3
4429,450187,BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,4
4430,450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,4
4431,450194,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,4
4432,450196,PARIS REGIONAL MEDICAL CENTER,3
4433,450200,WADLEY REGIONAL MEDICAL CENTER,2
4434,450203,MEDICAL CITY WEATHERFORD,4
4435,450209,NORTHWEST TEXAS HOSPITAL,2
4436,450210,EAST TEXAS MEDICAL CENTER - CARTHAGE,2
4437,450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,2
4438,450213,UNIVERSITY HEALTH SYSTEM,2
4439,450222,HCA HOUSTON HEALTHCARE CONROE,2
4440,450229,HENDRICK MEDICAL CENTER,4
4441,450231,BAPTIST ST ANTHONY'S HOSPITAL,3
4442,450235,MEMORIAL HOSPITAL,-1
4443,450236,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,3
4444,450237,CHRISTUS SANTA ROSA MEDICAL CENTER,2
4445,450241,FAITH COMMUNITY HOSPITAL,-1
4446,450253,BELLVILLE ST JOSEPH HEALTH CENTER,-1
4447,450271,WISE REGIONAL HEALTH SYSTEM,3
4448,450272,CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,3
4449,450289,HARRIS HEALTH SYSTEM,2
4450,450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,4
4451,450324,TEXOMA MEDICAL CENTER,2
4452,450330,OAKBEND MEDICAL CENTER,3
4453,450346,BAPTIST BEAUMONT HOSPITAL,2
4454,450347,HUNTSVILLE MEMORIAL HOSPITAL,1
4455,450348,FALLS COMMUNITY HOSPITAL AND CLINIC,-1
4456,450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,5
4457,450352,HUNT REGIONAL MEDICAL CENTER,2
4458,450358,HOUSTON METHODIST HOSPITAL,5
4459,450369,CHILDRESS REGIONAL MEDICAL CENTER,-1
4460,450370,COLUMBUS COMMUNITY HOSPITAL,4
4461,450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,4
4462,450379,DALLAS MEDICAL CENTER,4
4463,450388,METHODIST HOSPITAL,2
4464,450389,UT HEALTH EAST TEXAS ATHENS HOSPITAL,3
4465,450395,CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,5
4466,450399,BROWNFIELD REGIONAL MEDICAL CENTER,-1
4467,450400,PARKVIEW REGIONAL HOSPITAL,5
4468,450403,MEDICAL CENTER OF MCKINNEY,4
4469,450411,EASTLAND MEMORIAL HOSPITAL,3
4470,450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,2
4471,450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,-1
4472,450424,HOUSTON METHODIST BAYTOWN HOSPITAL,3
4473,450431,ST DAVID'S MEDICAL CENTER,5
4474,450447,NAVARRO REGIONAL HOSPITAL,3
4475,450451,GLEN ROSE MEDICAL CENTER,-1
4476,450460,TYLER COUNTY HOSPITAL,3
4477,450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,3
4478,450465,MATAGORDA REGIONAL MEDICAL CENTER,3
4479,450469,WILSON N JONES REGIONAL MEDICAL CENTER,3
4480,450475,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,3
4481,450484,WOODLAND HEIGHTS MEDICAL CENTER,3
4482,450489,MEDICAL ARTS HOSPITAL,-1
4483,450498,STEPHENS MEMORIAL HOSPITAL,-1
4484,450508,NACOGDOCHES MEMORIAL HOSPITAL,4
4485,450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,3
4486,450537,METHODIST RICHARDSON MEDICAL CENTER,2
4487,450539,COVENANT HOSPITAL PLAINVIEW,4
4488,450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,4
4489,450565,PALO PINTO GENERAL HOSPITAL,2
4490,450571,SHANNON MEDICAL CENTER,4
4491,450573,CHRISTUS JASPER MEMORIAL HOSPITAL,-1
4492,450578,HEMPHILL COUNTY HOSPITAL,-1
4493,450584,WILBARGER GENERAL HOSPITAL,3
4494,450586,SEYMOUR HOSPITAL,-1
4495,450587,HENDRICK MEDICAL CENTER BROWNWOOD,3
4496,450596,LAKE GRANBURY MEDICAL CENTER,3
4497,450597,CUERO REGIONAL HOSPITAL,5
4498,450604,HILL COUNTRY MEMORIAL HOSPITAL INC,5
4499,450605,CARE REGIONAL MEDICAL CENTER,-1
4500,450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,4
4501,450617,HCA HOUSTON HEALTHCARE CLEAR LAKE,2
4502,450634,MEDICAL CITY DENTON,3
4503,450638,HCA HOUSTON HEALTHCARE NORTHWEST,2
4504,450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,4
4505,450641,NOCONA GENERAL HOSPITAL,-1
4506,450643,DOCTORS HOSPITAL OF LAREDO,4
4507,450644,HCA HOUSTON HEALTHCARE WEST,2
4508,450647,MEDICAL CITY DALLAS HOSPITAL,4
4509,450651,MEDICAL CITY PLANO,2
4510,450653,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",2
4511,450654,STARR COUNTY MEMORIAL HOSPITAL,2
4512,450656,NACOGDOCHES MEDICAL CENTER,2
4513,450658,FREESTONE MEDICAL CENTER,-1
4514,450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,3
4515,450661,ODESSA REGIONAL MEDICAL CENTER,2
4516,450662,VALLEY REGIONAL MEDICAL CENTER,2
4517,450668,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS,2
4518,450669,MEDICAL CITY LEWISVILLE,4
4519,450670,HCA HOUSTON HEALTHCARE TOMBALL,2
4520,450672,MEDICAL CITY FORT WORTH,4
4521,450674,"WOMANS HOSPITAL OF TEXAS,THE",3
4522,450675,MEDICAL CITY ARLINGTON,2
4523,450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,5
4524,450678,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK,2
4525,450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,3
4526,450686,UNIVERSITY MEDICAL CENTER,3
4527,450688,DALLAS REGIONAL MEDICAL CENTER,4
4528,45068F,William Beaumont AMG (FT Bliss),-1
4529,450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,5
4530,450694,EL CAMPO MEMORIAL HOSPITAL,2
4531,450697,TEXAS VISTA MEDICAL CENTER,2
4532,450698,LAMB HEALTHCARE CENTER,-1
4533,45069F,Brooke Army Medical Center  (FT Sam Houston),-1
4534,450702,LONGVIEW REGIONAL MEDICAL CENTER,2
4535,450709,HOUSTON METHODIST CLEAR LAKE HOSPITAL,4
4536,45070F,Darnall AMC (FT Hood),-1
4537,450711,RIO GRANDE REGIONAL HOSPITAL,3
4538,450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,4
4539,450718,ROUND ROCK MEDICAL CENTER,4
4540,450723,METHODIST CHARLTON MEDICAL CENTER,2
4541,450730,SANA HEALTHCARE CARROLLTON D/B/A CARROLLTON REGIONAL MEDICAL CENTER,3
4542,450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,3
4543,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3
4544,450747,PALESTINE REGIONAL MEDICAL CENTER,4
4545,450755,COVENANT HOSPITAL LEVELLAND,-1
4546,450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,3
4547,450774,TOPS SURGICAL SPECIALTY HOSPITAL,-1
4548,450775,KINGWOOD MEDICAL CENTER,2
4549,450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,5
4550,450788,"CORPUS CHRISTI MEDICAL CENTER,THE",3
4551,450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,4
4552,450803,DOCTORS HOSPITAL TIDWELL,-1
4553,450804,TEXAS ORTHOPEDIC HOSPITAL,5
4554,450808,NORTHWEST HILLS SURGICAL HOSPITAL,-1
4555,450809,NORTH AUSTIN MEDICAL CENTER,4
4556,450820,HOUSTON METHODIST SUGARLAND HOSPITAL,5
4557,450822,MEDICAL CITY LAS COLINAS,3
4558,450825,CORNERSTONE REGIONAL HOSPITAL,-1
4559,450827,KELL WEST REGIONAL HOSPITAL,-1
4560,450828,CHRISTUS SPOHN HOSPITAL ALICE,5
4561,450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,-1
4562,450833,ENNIS REGIONAL MEDICAL CENTER,2
4563,450834,"PHYSICIANS CENTRE,THE",-1
4564,450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,3
4565,450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,4
4566,450847,MEMORIAL HERMANN KATY HOSPITAL,4
4567,450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,5
4568,450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,5
4569,450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,5
4570,450855,HARLINGEN MEDICAL CENTER,4
4571,450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,-1
4572,450860,SUGAR LAND SURGICAL HOSPITAL LLP,-1
4573,450862,ST LUKE'S THE WOODLANDS HOSPITAL,4
4574,450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,5
4575,450865,ASCENSION SETON  SOUTHWEST,-1
4576,450867,ASCENSION SETON NORTHWEST,4
4577,450869,DOCTORS HOSPITAL AT RENAISSANCE,3
4578,450871,ARISE AUSTIN MEDICAL CENTER,-1
4579,450872,U S M D HOSPITAL AT ARLINGTON L P,3
4580,450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,-1
4581,450875,QUAIL CREEK SURGICAL HOSPITAL,-1
4582,450876,LUBBOCK HEART HOSPITAL LP,2
4583,450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,3
4584,450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,-1
4585,450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,-1
4586,450885,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,4
4587,450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,-1
4588,450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,-1
4589,450890,BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,3
4590,450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,4
4591,450893,THE HEART HOSPITAL BAYLOR DENTON,5
4592,451300,PARMER COUNTY COMMUNITY HOSPITAL,-1
4593,451301,REAGAN MEMORIAL HOSPITAL,-1
4594,451303,LIMESTONE MEDICAL CENTER,-1
4595,451304,SCHLEICHER COUNTY MEDICAL CENTER,-1
4596,451305,CHI ST JOSEPH HEALTH BURLESON HOSPITAL,-1
4597,451306,KIMBLE HOSPITAL,-1
4598,451307,IRAAN GENERAL HOSPITAL,-1
4599,451308,YOAKUM COUNTY HOSPITAL,-1
4600,451309,MC CAMEY HOSPITAL,-1
4601,451310,BALLINGER MEMORIAL HOSPITAL,-1
4602,451311,SWEENY COMMUNITY HOSPITAL,-1
4603,451312,RICE MEDICAL CENTER,-1
4604,451313,FISHER COUNTY HOSPITAL DISTRICT,-1
4605,451314,WINKLER COUNTY MEMORIAL HOSPITAL,-1
4606,451315,NORTH RUNNELS HOSPITAL,-1
4607,451316,MADISON ST JOSEPH HEALTH CENTER,-1
4608,451317,REFUGIO COUNTY MEMORIAL HOSPITAL,-1
4609,451318,STONEWALL MEMORIAL HOSPITAL DISTRICT,-1
4610,451319,CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,-1
4611,451320,OMNIPOINT HEALTH HOSPITAL,-1
4612,451322,GRIMES ST JOSEPH HEALTH CENTER,-1
4613,451323,ROLLINS BROOK COMMUNITY HOSPITAL,3
4614,451324,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,-1
4615,451325,CONCHO COUNTY HOSPITAL,-1
4616,451328,RICELAND MEDICAL CENTER,-1
4617,451329,RANKIN HOSPITAL MEDICAL CLINIC,-1
4618,451330,MEDINA REGIONAL HOSPITAL,-1
4619,451331,COON MEMORIAL HOSPITAL,-1
4620,451332,PALACIOS COMMUNITY MEDICAL CENTER,-1
4621,451333,MARTIN COUNTY HOSPITAL DISTRICT,-1
4622,451334,PARKVIEW HOSPITAL,-1
4623,451335,MUENSTER MEMORIAL HOSPITAL,-1
4624,451337,W J MANGOLD MEMORIAL HOSPITAL,-1
4625,451338,CULBERSON HOSPITAL,-1
4626,451339,THROCKMORTON COUNTY MEMORIAL HOSPITAL,-1
4627,451340,SHAMROCK GENERAL HOSPITAL,-1
4628,451341,HASKELL MEMORIAL HOSPITAL,-1
4629,451342,MITCHELL COUNTY HOSPITAL DISTRICT,-1
4630,451343,ELECTRA MEMORIAL HOSPITAL,-1
4631,451344,HANSFORD COUNTY HOSPITAL,-1
4632,451345,CROSBYTON CLINIC HOSPITAL,-1
4633,451346,YOAKUM COMMUNITY HOSPITAL,3
4634,451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,-1
4635,451348,HEART OF TEXAS MEMORIAL HOSPITAL,-1
4636,451349,SWISHER MEMORIAL HOSPITAL,-1
