"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
010040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,Hours of physical-restraint use,0.00,0,4584,,Hours of seclusion use,0.00,0,4584,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),96,193,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),0,283,,Timely transmission of transition record (TR2),0,283,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,216,20.6,16.2,26.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),88,129,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),73.2,84,,10/01/2021,12/31/2021
010046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,Hours of physical-restraint use,0.00,0,1769,,Hours of seclusion use,0.00,0,1769,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),99,73,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),100,109,,Timely transmission of transition record (TR2),97,109,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,228,20.1,16.0,24.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),87,69,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),3.2,186,,10/01/2021,12/31/2021
010062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,Hours of physical-restraint use,0.00,0,269,,Hours of seclusion use,0.00,0,269,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),0,194,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,0,55,,0,55,,Tobacco use treatment provided or offered,83,48,,69,48,,Tobacco use treatment provided or offered at discharge,8,39,,8,39,,Transition record with specified elements received by discharged patients (TR1),93,269,,Timely transmission of transition record (TR2),93,269,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54.5,11,,18.2,11,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,243,22.1,17.9,26.9,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),39,128,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),35.8,109,,10/01/2021,12/31/2021
010069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,Hours of physical-restraint use,0.00,0,1945,,Hours of seclusion use,0.00,0,1945,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,52,,Screening for metabolic disorders (SMD),100,52,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,89,35,,89,35,,Tobacco use treatment provided or offered at discharge,89,35,,89,35,,Transition record with specified elements received by discharged patients (TR1),100,186,,Timely transmission of transition record (TR2),100,186,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,101,21.6,16.1,28.5,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,100,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),90,28,,10/01/2021,12/31/2021
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,CALHOUN,Hours of physical-restraint use,0.00,0,2134,,Hours of seclusion use,0.00,0,2134,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),98,133,,Alcohol use brief intervention provided or offered,54,24,,38,24,,Alcohol and other drug use disorder treatment provided or offered at discharge,58,53,,49,53,,Tobacco use treatment provided or offered,77,88,,42,88,,Tobacco use treatment provided or offered at discharge,96,76,,8,76,,Transition record with specified elements received by discharged patients (TR1),94,212,,Timely transmission of transition record (TR2),48,212,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33.3,15,,6.7,15,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,174,18.2,14.1,23.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),93,196,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),70.5,694,,10/01/2021,12/31/2021
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,MORGAN,Hours of physical-restraint use,0.05,13.16,11895,,Hours of seclusion use,0.04,12.17,11895,,Patients discharged on multiple antipsychotic medications with appropriate justification,30.00,20,,Screening for metabolic disorders (SMD),53,380,,Alcohol use brief intervention provided or offered,54,35,,51,35,,Alcohol and other drug use disorder treatment provided or offered at discharge,14,79,,11,79,,Tobacco use treatment provided or offered,69,115,,25,115,,Tobacco use treatment provided or offered at discharge,45,102,,18,102,,Transition record with specified elements received by discharged patients (TR1),34,612,,Timely transmission of transition record (TR2),28,612,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40,20,,30,20,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,82.3,96,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,246,21.4,17.3,26.1,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),96,297,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),48.8,158,,10/01/2021,12/31/2021
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,FAYETTE,Hours of physical-restraint use,0.00,0,2393,,Hours of seclusion use,0.00,0,2393,,Patients discharged on multiple antipsychotic medications with appropriate justification,73.00,11,,Screening for metabolic disorders (SMD),100,92,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,75,12,,58,12,,Tobacco use treatment provided or offered,100,41,,88,41,,Tobacco use treatment provided or offered at discharge,96,26,,65,26,,Transition record with specified elements received by discharged patients (TR1),100,149,,Timely transmission of transition record (TR2),100,149,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,151,17.5,13.1,22.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,67,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),62.6,248,,10/01/2021,12/31/2021
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,Hours of physical-restraint use,0.00,0,10565,,Hours of seclusion use,0.00,0,10565,,Patients discharged on multiple antipsychotic medications with appropriate justification,79.00,14,,Screening for metabolic disorders (SMD),97,202,,Alcohol use brief intervention provided or offered,100,20,,100,20,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,62,,97,62,,Tobacco use treatment provided or offered,97,94,,96,94,,Tobacco use treatment provided or offered at discharge,99,83,,98,83,,Transition record with specified elements received by discharged patients (TR1),96,287,,Timely transmission of transition record (TR2),96,287,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,24.5,53,,11.3,53,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,77.2,206,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,422,19.9,16.7,23.4,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),99,273,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),61,59,,10/01/2021,12/31/2021
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,CLARKE,Hours of physical-restraint use,0.00,0,1900,,Hours of seclusion use,0.00,0,1900,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),98,66,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,42,12,,25,12,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),0,91,,Timely transmission of transition record (TR2),0,91,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,98,18.2,13.3,24.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),57,49,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),58.5,24,,10/01/2021,12/31/2021
010092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,TUSCALOOSA,Hours of physical-restraint use,0.25,99,16595,,Hours of seclusion use,0.11,45,16595,,Patients discharged on multiple antipsychotic medications with appropriate justification,59.00,61,,Screening for metabolic disorders (SMD),100,334,,Alcohol use brief intervention provided or offered,77,103,,77,103,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,184,,99,184,,Tobacco use treatment provided or offered,92,324,,74,324,,Tobacco use treatment provided or offered at discharge,82,276,,10,276,,Transition record with specified elements received by discharged patients (TR1),64,625,,Timely transmission of transition record (TR2),60,625,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,18.8,48,,6.3,48,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,64.2,212,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,462,21.5,18.3,24.9,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),87,290,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),65.7,266,,10/01/2021,12/31/2021
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,JEFFERSON,Hours of physical-restraint use,0.00,0,14472,,Hours of seclusion use,0.00,0,14472,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),53,134,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,71,21,,62,21,,Tobacco use treatment provided or offered at discharge,39,18,,39,18,,Transition record with specified elements received by discharged patients (TR1),74,176,,Timely transmission of transition record (TR2),74,176,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,25,20,,20,20,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,164,21.4,16.6,27.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),92,134,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),77.2,41,,10/01/2021,12/31/2021
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,Hours of physical-restraint use,0.50,46.75,3890,,Hours of seclusion use,0.00,0,3890,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),96,150,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),69,235,,Timely transmission of transition record (TR2),66,235,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,151,20.6,15.8,26.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,97,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),80.8,1373,,10/01/2021,12/31/2021
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,Hours of physical-restraint use,0.00,0,8876,,Hours of seclusion use,0.52,110,8876,,Patients discharged on multiple antipsychotic medications with appropriate justification,19.00,229,,Screening for metabolic disorders (SMD),80,546,,Alcohol use brief intervention provided or offered,89,339,,47,339,,Alcohol and other drug use disorder treatment provided or offered at discharge,82,339,,48,339,,Tobacco use treatment provided or offered,60,473,,30,473,,Tobacco use treatment provided or offered at discharge,70,473,,37,473,,Transition record with specified elements received by discharged patients (TR1),88,729,,Timely transmission of transition record (TR2),68,729,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35,20,,25,20,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,95,18.3,13.6,24.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),52,339,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),53.3,105,,10/01/2021,12/31/2021
010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,Hours of physical-restraint use,0.64,69.63,4548,,Hours of seclusion use,1.71,186.33,4548,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,12,,Screening for metabolic disorders (SMD),100,277,,Alcohol use brief intervention provided or offered,100,66,,95,66,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,54,,56,54,,Tobacco use treatment provided or offered,100,148,,78,148,,Tobacco use treatment provided or offered at discharge,93,124,,69,124,,Transition record with specified elements received by discharged patients (TR1),100,423,,Timely transmission of transition record (TR2),100,423,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,23.5,17,,5.9,17,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,207,20.1,15.5,25.4,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,211,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),64.9,310,,10/01/2021,12/31/2021
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,Hours of physical-restraint use,0.06,8.58,5996,,Hours of seclusion use,0.00,0,5996,,Patients discharged on multiple antipsychotic medications with appropriate justification,47.00,19,,Screening for metabolic disorders (SMD),90,383,,Alcohol use brief intervention provided or offered,46,13,,46,13,,Alcohol and other drug use disorder treatment provided or offered at discharge,70,23,,70,23,,Tobacco use treatment provided or offered,27,15,,13,15,,Tobacco use treatment provided or offered at discharge,18,11,,0,11,,Transition record with specified elements received by discharged patients (TR1),0,496,,Timely transmission of transition record (TR2),0,496,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.5,11,,36.4,11,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,176,18.3,14.3,23.6,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),94,189,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),38.1,595,,10/01/2021,12/31/2021
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,Hours of physical-restraint use,0.77,42.71,2299,,Hours of seclusion use,0.00,0,2299,,Patients discharged on multiple antipsychotic medications with appropriate justification,23.00,13,,Screening for metabolic disorders (SMD),62,112,,Alcohol use brief intervention provided or offered,31,13,,31,13,,Alcohol and other drug use disorder treatment provided or offered at discharge,56,16,,56,16,,Tobacco use treatment provided or offered,50,28,,46,28,,Tobacco use treatment provided or offered at discharge,29,14,,29,14,,Transition record with specified elements received by discharged patients (TR1),21,68,,Timely transmission of transition record (TR2),21,68,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,129,19,14.4,24.4,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),54,120,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),65.3,1600,,10/01/2021,12/31/2021
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,Hours of physical-restraint use,0.00,0,1741,,Hours of seclusion use,0.00,0,1741,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),92,88,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,89,19,,89,19,,Tobacco use treatment provided or offered at discharge,73,11,,55,11,,Transition record with specified elements received by discharged patients (TR1),93,120,,Timely transmission of transition record (TR2),92,120,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,77,19.4,14.3,25.9,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,67,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),73.7,267,,10/01/2021,12/31/2021
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,Hours of physical-restraint use,0.00,0,4064,,Hours of seclusion use,0.00,0,4064,,Patients discharged on multiple antipsychotic medications with appropriate justification,7.00,15,,Screening for metabolic disorders (SMD),97,147,,Alcohol use brief intervention provided or offered,12,16,,0,16,,Alcohol and other drug use disorder treatment provided or offered at discharge,25,16,,12,16,,Tobacco use treatment provided or offered,66,38,,26,38,,Tobacco use treatment provided or offered at discharge,44,25,,4,25,,Transition record with specified elements received by discharged patients (TR1),87,196,,Timely transmission of transition record (TR2),87,196,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33.3,24,,12.5,24,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,155,25,19.8,31.2,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),95,77,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),53.4,354,,10/01/2021,12/31/2021
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,Hours of physical-restraint use,0.00,0,4540,,Hours of seclusion use,0.00,0,4540,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),95,299,,Alcohol use brief intervention provided or offered,7,15,,7,15,,Alcohol and other drug use disorder treatment provided or offered at discharge,29,17,,24,17,,Tobacco use treatment provided or offered,56,48,,50,48,,Tobacco use treatment provided or offered at discharge,9,35,,9,35,,Transition record with specified elements received by discharged patients (TR1),78,402,,Timely transmission of transition record (TR2),77,402,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33.3,18,,22.2,18,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,192,21.2,16.3,26.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,159,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),44.1,458,,10/01/2021,12/31/2021
