"Column1","Facility Name","City","State","ZIP Code","HBIPS-5 %","SMD %","SUB-2 %","SUB-3 %","TOB-2 %","TOB-3 %","TR-2 %","FUH-30 %","FUH-7 %","MedCont %","READM-30-IPF Rate","HBIPS-2 %","HBIPS-3 %","code","city","state","county","area_code","lat","lon"
1268,RHODE ISLAND HOSPITAL,PROVIDENCE,RI,2903,30.0,92.0,100.0,63.0,71.0,19.0,90.0,60.3,36.5,70.4,25.5,5.06,4.1,2903,Providence,RI,PROVIDENCE,"",41.819459,-71.4115
1269,LANDMARK MEDICAL CENTER,WOONSOCKET,RI,2895,100.0,99.0,35.0,100.0,97.0,100.0,81.0,51.7,20.7,79.0,19.5,0.0,0.0,2895,Woonsocket,RI,PROVIDENCE,"",41.984598,-71.51939
1270,WESTERLY HOSPITAL,WESTERLY,RI,2891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,24.0,76.0,20.0,0.0,0.0,2891,Westerly,RI,WASHINGTON,"",41.284494,-71.710708
1271,BUTLER HOSPITAL,PROVIDENCE,RI,2906,48.0,91.0,95.0,98.0,90.0,55.0,73.0,55.9,35.7,71.8,26.4,0.52,0.37,2906,Providence,RI,PROVIDENCE,"",41.8374,-71.394717
1272,EMMA PENDLETON BRADLEY HOSPITAL,EAST PROVIDENCE,RI,2915,45.0,92.0,0.0,0.0,0.0,0.0,92.0,55.0,14.0,69.0,18.0,13.3,2.41,2915,Riverside,RI,PROVIDENCE,"",41.7743,-71.349697
1273,PIEDMONT MEDICAL CENTER,ROCK HILL,SC,29730,0.0,76.0,13.0,9.0,86.0,15.0,0.0,61.0,40.0,74.0,18.7,0.08,0.0,29730,Rock Hill,SC,YORK,"",34.909109,-81.052437
1274,MUSC MEDICAL CENTER,CHARLESTON,SC,29425,100.0,54.0,0.0,80.0,7.0,16.0,0.0,48.5,19.1,79.5,20.1,0.58,1.32,29425,Charleston,SC,CHARLESTON,"",32.786176,-79.94711
1275,SPARTANBURG MEDICAL CENTER,SPARTANBURG,SC,29303,91.0,91.0,39.0,88.0,39.0,62.0,50.0,48.0,38.0,70.0,17.4,0.0,0.0,29303,Spartanburg,SC,SPARTANBURG,"",34.980316,-81.916778
1276,PRISMA HEALTH RICHLAND HOSPITAL,COLUMBIA,SC,29203,50.0,57.0,100.0,90.0,98.0,65.0,67.0,50.0,25.0,77.0,17.1,0.0,4.71,29203,Columbia,SC,RICHLAND,"",34.075613,-81.039585
1277,ANMED HEALTH,ANDERSON,SC,29621,55.0,100.0,79.0,83.0,97.0,95.0,92.0,44.2,16.3,82.2,16.4,0.0,0.07,29621,Anderson,SC,ANDERSON,"",34.492718,-82.638297
1278,COLLETON MEDICAL CENTER,WALTERBORO,SC,29488,100.0,99.0,100.0,95.0,99.0,99.0,73.0,50.0,13.6,76.0,20.8,0.06,0.06,29488,Walterboro,SC,COLLETON,"",32.925196,-80.703213
1279,MUSC HEALTH LANCASTER MEDICAL CENTER,LANCASTER,SC,29720,62.0,100.0,88.0,69.0,48.0,36.0,50.0,42.1,15.8,79.0,19.4,0.17,0.0,29720,Lancaster,SC,LANCASTER,"",34.717915,-80.683935
1280,KERSHAWHEALTH,CAMDEN,SC,29020,65.0,94.0,57.0,33.0,87.0,28.0,30.0,50.0,25.0,66.0,19.2,0.0,0.0,29020,Camden,SC,KERSHAW,"",34.313477,-80.612489
1281,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,FLORENCE,SC,29506,52.0,103.0,91.0,95.0,84.0,19.0,56.0,49.0,37.0,76.0,18.0,-1.0,4.0,29506,Florence,SC,FLORENCE,"",34.061465,-79.622227
1282,BEAUFORT COUNTY MEMORIAL HOSPITAL,BEAUFORT,SC,29902,98.0,93.0,100.0,100.0,99.0,99.0,93.0,69.2,38.5,65.0,20.3,0.27,2.2,29902,Beaufort,SC,BEAUFORT,"",32.404673,-80.653104
1283,TRMC OF ORANGEBURG & CALHOUN,ORANGEBURG,SC,29115,87.0,100.0,83.0,85.0,97.0,73.0,93.0,47.6,14.3,74.0,17.1,28.62,0.26,29115,Orangeburg,SC,ORANGEBURG,"",33.490935,-80.821825
1284,SELF REGIONAL HEALTHCARE,GREENWOOD,SC,29646,21.0,99.0,59.0,51.0,83.0,42.0,83.0,54.5,27.3,74.0,18.3,0.0,0.22,29646,Greenwood,SC,GREENWOOD,"",34.114209,-82.128301
1285,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,GREENVILLE,SC,29605,53.0,54.0,77.0,44.0,60.0,26.0,0.0,34.6,19.2,79.0,17.9,0.62,0.34,29605,Greenville,SC,GREENVILLE,"",34.772107,-82.374371
1286,TRIDENT MEDICAL CENTER,CHARLESTON,SC,29406,82.0,99.0,98.0,100.0,100.0,99.0,74.0,40.5,16.7,60.4,23.3,0.35,0.27,29406,Charleston,SC,CHARLESTON,"",32.927344,-80.022009
1287,AIKEN REGIONAL MEDICAL CENTER,AIKEN,SC,29801,55.0,74.0,75.0,77.0,87.0,71.0,62.0,51.9,24.1,67.6,20.7,0.01,0.01,29801,Aiken,SC,AIKEN,"",33.554433,-81.69588
1288,GRAND STRAND REGIONAL MEDICAL CENTER,MYRTLE BEACH,SC,29572,77.0,100.0,99.0,91.0,99.0,100.0,71.0,44.8,24.1,68.8,20.2,0.02,0.1,29572,Myrtle Beach,SC,HORRY,"",33.711741,-78.852005
1289,PRISMA HEALTH BAPTIST,COLUMBIA,SC,29220,21.0,21.0,100.0,81.0,93.0,59.0,91.0,45.0,15.0,71.0,18.4,0.23,0.27,29220,Columbia,SC,RICHLAND,"",34.005992,-80.970766
1290,LIGHTHOUSE BEHAVIORAL HEALTH HOSPITAL,CONWAY,SC,29526,77.0,100.0,99.0,86.0,100.0,80.0,98.0,34.2,15.1,69.6,18.0,0.14,0.0,29526,Conway,SC,HORRY,"",33.868775,-78.948287
1291,G WERBER BRYAN PSYCH HOSP,COLUMBIA,SC,29203,65.0,48.0,36.0,88.0,58.0,0.0,48.0,64.0,31.0,66.0,19.0,0.15,1.02,29203,Columbia,SC,RICHLAND,"",34.075613,-81.039585
1292,PALMETTO LOWCOUNTRY BEHAVIORAL HEALTH,CHARLESTON,SC,29405,71.0,81.0,99.0,50.0,93.0,77.0,100.0,55.3,28.9,72.9,22.3,0.01,0.01,29405,North Charleston,SC,CHARLESTON,"",32.853019,-79.991295
1293,SPRINGBROOK BEHAVIORAL HEALTH SYSTEM,TRAVELERS REST,SC,29690,8.0,100.0,98.0,96.0,30.0,35.0,3.0,37.3,17.9,76.0,18.2,0.14,0.05,29690,Travelers Rest,SC,GREENVILLE,"",35.071632,-82.374186
1294,THREE RIVERS BEHAVIORAL HEALTH,WEST COLUMBIA,SC,29169,52.0,86.0,96.0,45.0,88.0,50.0,80.0,44.7,23.7,74.9,18.1,0.19,1.45,29169,West Columbia,SC,LEXINGTON,"",33.953664,-81.187338
1295,"CAROLINA CTR FOR BEHAVIORAL HEALTH,THE",GREER,SC,29650,32.0,80.0,86.0,71.0,95.0,75.0,72.0,58.2,32.6,75.5,16.8,0.03,0.08,29650,Greer,SC,GREENVILLE,"",34.948738,-82.368415
1296,PATRICK B HARRIS PSYCHIATRIC HOSPITAL,ANDERSON,SC,29622,84.0,98.0,83.0,35.0,80.0,2.0,72.0,64.0,34.0,69.0,18.0,0.01,1.27,29622,Anderson,SC,ANDERSON,"",34.491988,-82.782868
1297,REBOUND BEHAVIORAL HEALTH,LANCASTER,SC,29720,24.0,0.0,77.0,14.0,91.0,55.0,42.0,43.0,27.0,68.0,20.0,0.06,0.0,29720,Lancaster,SC,LANCASTER,"",34.717915,-80.683935
1298,AVERA ST LUKES,ABERDEEN,SD,57401,59.0,95.0,80.0,80.0,99.0,99.0,92.0,58.8,14.7,87.2,20.6,0.0,0.0,57401,Aberdeen,SD,BROWN,"",45.476172,-98.410405
1299,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SIOUX FALLS,SD,57117,91.0,93.0,82.0,71.0,62.0,68.0,95.0,44.4,29.6,76.0,18.0,0.06,0.0,57117,Sioux Falls,SD,MINNEHAHA,"",43.674582,-96.79134
1300,MONUMENT HEALTH RAPID CITY HOSPITAL,RAPID CITY,SD,57701,56.0,89.0,49.0,31.0,91.0,87.0,37.0,41.0,28.0,80.0,20.0,-1.0,2.0,57701,Rapid City,SD,PENNINGTON,"",44.004363,-103.240024
1301,SOUTH DAKOTA HUMAN SERVICES CENTER,YANKTON,SD,57078,33.0,84.0,35.0,14.0,93.0,35.0,1.0,28.0,16.0,66.7,16.7,3.0,3.29,57078,Yankton,SD,YANKTON,"",42.94396,-97.37689
1302,SUMNER REGIONAL MEDICAL CENTER,GALLATIN,TN,37066,82.0,100.0,0.0,69.0,87.0,37.0,76.0,45.0,14.0,65.0,23.2,0.0,0.0,37066,Gallatin,TN,SUMNER,"",36.401201,-86.449479
1303,TRISTAR SKYLINE MEDICAL CENTER,NASHVILLE,TN,37207,41.0,99.0,90.0,74.0,53.0,75.0,76.0,16.7,4.2,69.0,19.2,0.02,0.0,37207,Nashville,TN,DAVIDSON,"",36.233916,-86.784698
1304,BLOUNT MEMORIAL HOSPITAL,MARYVILLE,TN,37804,42.0,56.0,61.0,58.0,93.0,22.0,80.0,35.0,23.0,73.0,18.0,4.0,-2.0,37804,Maryville,TN,BLOUNT,"",35.799053,-83.885212
1305,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,BRISTOL,TN,37620,56.0,89.0,60.0,69.0,93.0,40.0,77.0,38.8,8.2,72.5,18.1,0.0,0.21,37620,Bristol,TN,SULLIVAN,"",36.531703,-82.192545
1306,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,HUNTINGDON,TN,38344,53.0,61.0,92.0,70.0,95.0,44.0,99.0,50.0,40.0,76.0,18.8,0.0,0.0,38344,Huntingdon,TN,CARROLL,"",35.985967,-88.433709
1307,SYCAMORE SHOALS HOSPITAL,ELIZABETHTON,TN,37643,40.0,100.0,0.0,93.0,60.0,71.0,91.0,58.0,34.0,66.0,18.3,146.12,0.0,37643,Elizabethton,TN,CARTER,"",36.330784,-82.122892
1308,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,PULASKI,TN,38478,91.0,84.0,63.0,61.0,79.0,86.0,73.0,56.0,40.0,64.0,20.0,6.0,2.0,38478,Pulaski,TN,GILES,"",35.217373,-87.015664
1309,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,MORRISTOWN,TN,37814,66.0,99.0,0.0,0.0,60.0,57.0,85.0,40.0,33.0,78.0,19.2,0.0,0.0,37814,Morristown,TN,HAMBLEN,"",36.224258,-83.30984
1310,LAFOLLETTE MEDICAL CENTER,LA FOLLETTE,TN,37766,81.0,99.0,95.0,42.0,82.0,39.0,27.0,44.4,16.7,78.0,20.2,0.0,0.0,37766,La Follette,TN,CAMPBELL,"",36.424766,-84.090654
1311,VANDERBILT UNIVERSITY MEDICAL CENTER,NASHVILLE,TN,37232,73.0,35.0,7.0,98.0,11.0,11.0,14.0,55.6,24.4,76.9,19.3,0.48,0.92,37232,Nashville,TN,DAVIDSON,"",36.186605,-86.785248
1312,PERRY COMMUNITY HOSPITAL,LINDEN,TN,37096,47.0,61.0,94.0,55.0,71.0,67.0,75.0,64.0,29.0,78.0,20.1,-4.0,-2.0,37096,Linden,TN,PERRY,"",35.594367,-87.856665
1313,METHODIST HOSPITALS OF MEMPHIS,MEMPHIS,TN,38104,88.0,91.0,67.0,42.0,83.0,69.0,65.0,28.8,19.2,39.2,24.2,0.0,0.0,38104,Memphis,TN,SHELBY,"",35.13573,-90.002079
1314,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,WINCHESTER,TN,37398,66.0,100.0,90.0,76.0,98.0,0.0,84.0,51.0,14.0,70.0,17.3,0.0,0.0,37398,Winchester,TN,FRANKLIN,"",35.146602,-86.102966
1315,JOHNSON CITY MEDICAL CENTER,JOHNSON CITY,TN,37604,58.0,92.0,0.0,3.0,52.0,4.0,32.0,40.9,13.6,66.0,24.6,1.12,0.0,37604,Johnson City,TN,WASHINGTON,"",36.308229,-82.387422
1316,STARR REGIONAL MEDICAL CENTER ATHENS,ATHENS,TN,37371,0.0,100.0,0.0,81.0,55.0,40.0,98.0,46.0,19.0,69.0,19.4,0.0,0.0,37371,Athens,TN,MCMINN,"",35.441376,-84.641623
1317,HENRY COUNTY MEDICAL CENTER,PARIS,TN,38242,53.0,91.0,100.0,100.0,100.0,99.0,99.0,73.9,39.1,71.0,23.2,0.0,0.24,38242,Paris,TN,HENRY,"",36.31586,-88.315916
1318,SAINT THOMAS RIVER PARK HOSPITAL,MC MINNVILLE,TN,37110,56.0,98.0,102.0,88.0,96.0,86.0,96.0,54.0,26.0,77.0,20.0,0.0,0.0,37110,Mc Minnville,TN,WARREN,"",35.684033,-85.778151
1319,PARKRIDGE MEDICAL CENTER,CHATTANOOGA,TN,37404,91.0,98.0,52.0,32.0,63.0,64.0,82.0,32.7,11.5,70.8,23.1,0.04,0.16,37404,Chattanooga,TN,HAMILTON,"",35.024174,-85.271756
1320,DELTA SPECIALTY HOSPITAL,MEMPHIS,TN,38118,9.0,62.0,100.0,100.0,100.0,100.0,99.0,16.5,7.9,49.2,26.1,0.04,0.0,38118,Memphis,TN,SHELBY,"",35.037585,-89.930187
1321,TRISTAR CENTENNIAL MEDICAL CENTER,NASHVILLE,TN,37203,88.0,99.0,40.0,66.0,77.0,61.0,80.0,41.0,21.7,72.0,22.4,0.31,0.18,37203,Nashville,TN,DAVIDSON,"",36.150406,-86.791598
1322,PARKWEST MEDICAL CENTER,KNOXVILLE,TN,37923,84.0,98.0,59.0,51.0,100.0,81.0,61.0,33.3,25.0,76.0,22.5,0.0,0.0,37923,Knoxville,TN,KNOX,"",35.924795,-84.082405
1323,ST FRANCIS HOSPITAL,MEMPHIS,TN,38119,92.0,98.0,100.0,89.0,100.0,100.0,90.0,30.4,13.0,74.1,23.2,0.0,0.0,38119,Memphis,TN,SHELBY,"",35.078775,-89.841963
1324,LIVINGSTON REGIONAL HOSPITAL,LIVINGSTON,TN,38570,40.0,95.0,97.0,65.0,67.0,27.0,70.0,54.5,9.1,64.0,27.4,0.0,0.01,38570,Livingston,TN,OVERTON,"",36.38519,-85.329392
1325,SAINT THOMAS HIGHLANDS HOSPITAL,SPARTA,TN,38583,67.0,99.0,65.0,39.0,68.0,35.0,92.0,34.0,16.0,72.0,17.0,0.0,0.0,38583,Sparta,TN,WHITE,"",35.943857,-85.439246
1326,VANDERBILT WILSON COUNTY HOSPITAL,LEBANON,TN,37087,45.0,88.0,28.0,39.0,64.0,4.0,10.0,44.7,18.4,69.9,20.7,0.0,3.2,37087,Lebanon,TN,WILSON,"",36.267266,-86.291167
1327,STONES RIVER HOSPITAL,WOODBURY,TN,37190,90.0,98.0,81.0,77.0,91.0,90.0,82.0,25.0,16.7,72.0,17.6,0.0,0.0,37190,Woodbury,TN,CANNON,"",35.836335,-86.033176
1328,TRUSTPOINT HOSPITAL,MURFREESBORO,TN,37129,85.0,90.0,26.0,95.0,96.0,66.0,4.0,35.0,14.7,66.3,22.6,0.44,0.94,37129,Murfreesboro,TN,RUTHERFORD,"",35.901746,-86.423535
1329,RIVERVIEW REGIONAL MEDICAL CENTER,CARTHAGE,TN,37030,28.0,99.0,86.0,34.0,94.0,51.0,95.0,41.7,8.3,76.0,22.1,0.0,0.0,37030,Carthage,TN,SMITH,"",36.276278,-85.95174
1330,MEMPHIS MENTAL HEALTH INSTITUTE,MEMPHIS,TN,38103,0.0,79.0,100.0,100.0,99.0,76.0,100.0,16.7,8.3,73.0,23.9,1.29,0.75,38103,Memphis,TN,SHELBY,"",35.154875,-90.049631
1331,MOCCASIN BEND MENTAL HEALTH INSTITUTE,CHATTANOOGA,TN,37405,0.0,83.0,47.0,13.0,66.0,19.0,11.0,51.0,15.0,72.0,21.0,3.54,0.12,37405,Chattanooga,TN,HAMILTON,"",35.089664,-85.335675
1332,RIDGEVIEW PSYCHIATRIC HOSPITAL AND CENTER,OAK RIDGE,TN,37830,37.0,54.0,97.0,94.0,99.0,7.0,59.0,43.0,26.0,68.0,23.8,0.31,0.0,37830,Oak Ridge,TN,ANDERSON,"",36.019381,-84.243175
1333,LAKESIDE BEHAVIORAL HEALTH SYSTEM,MEMPHIS,TN,38133,50.0,100.0,82.0,50.0,96.0,84.0,69.0,33.2,13.4,72.7,20.7,0.12,0.37,38133,Memphis,TN,SHELBY,"",35.208941,-89.791656
1334,UNITY PSYCHIATRIC CARE-MARTIN,MARTIN,TN,38237,40.0,99.0,101.0,0.0,100.0,67.0,97.0,63.0,31.0,80.0,16.8,2.37,0.0,38237,Martin,TN,WEAKLEY,"",36.324103,-88.782561
1335,ROLLING HILLS PSYCHIATRIC HOSPITAL,FRANKLIN,TN,37067,59.0,49.0,40.0,69.0,88.0,84.0,45.0,57.4,22.6,69.6,20.2,0.06,0.06,37067,Franklin,TN,WILLIAMSON,"",35.912072,-86.765537
1336,WESTERN MENTAL HEALTH INSTITUTE,BOLIVAR,TN,38008,27.0,99.0,99.0,100.0,92.0,82.0,84.0,59.0,16.0,76.0,22.0,2.15,0.67,38008,Bolivar,TN,HARDEMAN,"",35.197635,-88.986448
1337,"PATHWAYS OF TENNESSEE, INC",JACKSON,TN,38301,0.0,77.0,100.0,100.0,100.0,100.0,77.0,52.0,19.0,64.0,16.6,0.0,0.0,38301,Jackson,TN,MADISON,"",35.570424,-88.862742
1338,MIDDLE TN MENTAL HEALTH INSTITUTE,NASHVILLE,TN,37214,45.0,94.0,83.0,2.0,91.0,87.0,99.0,35.5,19.4,42.5,20.1,1.84,1.17,37214,Nashville,TN,DAVIDSON,"",36.174205,-86.662146
1339,UNITY PSYCHIATRIC CARE-CLARKSVILLE,CLARKSVILLE,TN,37040,38.0,100.0,98.0,93.0,83.0,67.0,100.0,42.0,14.0,79.0,18.3,0.01,0.0,37040,Clarksville,TN,MONTGOMERY,"",36.51674,-87.308491
1340,UNITY PSYCHIATRIC CARE-COLUMBIA,COLUMBIA,TN,38401,44.0,91.0,43.0,0.0,53.0,35.0,99.0,36.0,14.0,78.0,23.1,0.0,0.0,38401,Columbia,TN,MAURY,"",35.623997,-87.00404
1341,TEN BROECK TENNESSEE,COOKEVILLE,TN,38501,62.0,79.0,71.0,42.0,84.0,27.0,85.0,49.2,23.8,73.8,22.3,2.0,-3.0,38501,Cookeville,TN,PUTNAM,"",36.217846,-85.542327
1342,PERIMETER BEHAVIORAL CENTER OF JACKSON,JACKSON,TN,38305,9.0,69.0,55.0,0.0,42.0,14.0,53.0,55.0,36.0,78.0,18.4,0.12,0.04,38305,Jackson,TN,MADISON,"",35.652446,-88.835682
1343,UNITY PSYCHIATRIC CARE-MEMPHIS,MEMPHIS,TN,38107,36.0,81.0,95.0,71.0,73.0,39.0,69.0,37.0,26.0,80.0,18.7,0.0,0.0,38107,Memphis,TN,SHELBY,"",35.170953,-90.017716
1344,CRESTWYN BEHAVIORAL HEALTH,MEMPHIS,TN,38125,49.0,94.0,67.0,56.0,86.0,85.0,78.0,45.6,20.6,63.8,24.0,0.0,0.02,38125,Memphis,TN,SHELBY,"",35.028829,-89.782647
1345,"ERLANGER BEHAVIORAL HOSPITAL, LLC",CHATTANOOGA,TN,37404,78.0,76.0,80.0,41.0,88.0,66.0,94.0,40.4,20.2,72.9,21.8,0.23,0.17,37404,Chattanooga,TN,HAMILTON,"",35.024174,-85.271756
1346,CREEKSIDE BEHAVIORAL HEALTH,KINGSPORT,TN,37660,64.0,88.0,91.0,72.0,71.0,23.0,76.0,39.4,18.2,75.0,22.9,0.22,0.01,37660,Kingsport,TN,SULLIVAN,"",36.514384,-82.547615
1347,"BEHAVIORAL HEALTH OF ROCKY TOP, LLC",ROCKY TOP,TN,37769,0.0,95.0,93.0,54.0,48.0,21.0,93.0,57.0,28.0,68.0,19.0,0.0,0.06,37769,Lake City,TN,ANDERSON,"",36.198793,-84.118107
1348,PINEWOOD SPRINGS,COLUMBIA,TN,38401,0.0,96.0,100.0,100.0,95.0,92.0,48.0,61.0,21.0,66.0,21.0,0.03,0.0,38401,Columbia,TN,MAURY,"",35.623997,-87.00404
1349,ASCENSION SAINT THOMAS BEHAVIORAL HEALTH HOSPITAL,NASHVILLE,TN,37228,56.0,86.0,35.0,44.0,51.0,61.0,37.0,51.0,20.0,79.0,18.0,-3.0,1.0,37228,Nashville,TN,DAVIDSON,"",36.193205,-86.8083
1350,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,EL PASO,TX,79902,0.0,92.0,24.0,36.0,44.0,75.0,2.0,46.7,13.3,65.0,20.9,0.0,0.0,79902,El Paso,TX,EL PASO,"",31.879779,-106.544218
1351,PARKLAND HEALTH & HOSPITAL SYSTEM,DALLAS,TX,75235,92.0,94.0,100.0,97.0,99.0,97.0,90.0,49.0,40.0,67.0,18.7,1.29,0.94,75235,Dallas,TX,DALLAS,"",32.692682,-96.623022
1352,VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,TX,78550,92.0,99.0,86.0,95.0,100.0,69.0,87.0,55.0,20.0,76.0,18.2,0.0,0.0,78550,Harlingen,TX,CAMERON,"",26.185202,-97.536807
1353,ST JOSEPH MEDICAL CENTER,HOUSTON,TX,77002,57.0,71.0,62.0,96.0,61.0,39.0,59.0,54.1,30.2,62.0,17.9,0.08,0.51,77002,Houston,TX,HARRIS,"",29.807651,-95.391447
1354,JPS HEALTH NETWORK,FORT WORTH,TX,76104,34.0,91.0,90.0,98.0,89.0,80.0,92.0,41.3,17.5,64.7,16.6,0.17,0.7,76104,Fort Worth,TX,TARRANT,"",32.771419,-97.291484
1355,PROVIDENCE HEALTH CENTER,WACO,TX,76712,22.0,86.0,17.0,16.0,14.0,0.0,33.0,47.8,23.9,64.3,18.6,0.17,0.11,76712,Woodway,TX,MCLENNAN,"",31.539194,-97.265089
1356,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,DALLAS,TX,75390,73.0,86.0,46.0,44.0,72.0,62.0,63.0,82.8,51.7,66.0,19.6,0.04,0.04,75390,Dallas,TX,DALLAS,"",32.767268,-96.777626
1357,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,CORPUS CHRISTI,TX,78404,89.0,94.0,66.0,86.0,83.0,63.0,50.0,60.0,18.0,75.0,20.2,0.01,0.01,78404,Corpus Christi,TX,NUECES,"",27.773456,-97.644134
1358,BAPTIST MEDICAL CENTER,SAN ANTONIO,TX,78205,0.0,85.0,43.0,31.0,83.0,41.0,0.0,34.5,14.5,65.7,22.1,0.01,0.31,78205,San Antonio,TX,BEXAR,"",29.424132,-98.484144
1359,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,76012,28.0,59.0,70.0,67.0,70.0,55.0,4.0,47.1,23.5,74.0,19.5,0.15,0.03,76012,Arlington,TX,TARRANT,"",32.77408,-97.131689
1360,TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TX,75455,69.0,97.0,0.0,51.0,90.0,71.0,94.0,45.0,22.0,68.0,19.7,0.0,0.0,75455,Mount Pleasant,TX,TITUS,"",33.22101,-94.984645
1361,PAMPA REGIONAL MEDICAL CENTER,PAMPA,TX,79065,0.0,100.0,0.0,0.0,0.0,0.0,97.0,44.0,33.0,75.0,22.4,0.0,0.0,79065,Pampa,TX,GRAY,"",35.515114,-100.836363
1362,SOUTH TEXAS HEALTH SYSTEM,EDINBURG,TX,78539,27.0,85.0,84.0,88.0,77.0,48.0,57.0,43.3,13.3,83.3,25.5,0.02,0.08,78539,Edinburg,TX,HIDALGO,"",26.328674,-98.139672
1363,WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,TX,75501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,11.1,74.0,20.8,0.0,0.0,75501,Texarkana,TX,BOWIE,"",33.411321,-94.177354
1364,NORTHWEST TEXAS HOSPITAL,AMARILLO,TX,79106,17.0,44.0,84.0,45.0,75.0,11.0,43.0,54.7,23.3,75.2,20.8,0.02,1.01,79106,Amarillo,TX,POTTER,"",35.248669,-101.942719
1365,WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,76234,94.0,67.0,69.0,83.0,41.0,26.0,93.0,61.3,32.3,85.6,16.8,0.02,0.02,76234,Decatur,TX,WISE,"",33.260148,-97.610974
1366,HARRIS HEALTH SYSTEM,HOUSTON,TX,77054,99.0,96.0,59.0,100.0,100.0,96.0,98.0,63.0,31.0,81.0,23.0,0.03,0.7,77054,Houston,TX,HARRIS,"",29.67543,-95.391466
1367,TEXOMA MEDICAL CENTER,DENISON,TX,75020,91.0,91.0,84.0,86.0,85.0,68.0,83.0,48.3,15.5,69.1,23.3,0.0,0.02,75020,Denison,TX,GRAYSON,"",33.76672,-96.546662
1368,OAKBEND MEDICAL CENTER,RICHMOND,TX,77469,74.0,97.0,42.0,72.0,96.0,94.0,97.0,40.0,8.0,79.0,19.7,0.0,0.0,77469,Richmond,TX,FORT BEND,"",29.555831,-95.788479
1369,BAPTIST BEAUMONT HOSPITAL,BEAUMONT,TX,77701,79.0,99.0,81.0,100.0,99.0,94.0,99.0,45.5,27.3,70.0,22.7,0.76,0.33,77701,Beaumont,TX,JEFFERSON,"",30.073712,-94.109705
1370,HUNT REGIONAL MEDICAL CENTER,GREENVILLE,TX,75401,59.0,51.0,101.0,97.0,53.0,52.0,61.0,55.0,39.0,75.0,17.0,-1.0,0.0,75401,Greenville,TX,HUNT,"",33.104859,-96.115491
1371,HOUSTON METHODIST HOSPITAL,HOUSTON,TX,77030,0.0,86.0,95.0,64.0,85.0,93.0,12.0,68.8,37.5,72.0,19.2,0.0,0.06,77030,Houston,TX,HARRIS,"",29.83399,-95.434241
1372,METHODIST HOSPITAL,SAN ANTONIO,TX,78229,57.0,99.0,100.0,100.0,98.0,98.0,91.0,48.6,20.0,65.0,20.3,0.0,0.0,78229,San Antonio,TX,BEXAR,"",29.269288,-98.33469
1373,PARKVIEW REGIONAL HOSPITAL,MEXIA,TX,76667,70.0,87.0,89.0,55.0,91.0,56.0,44.0,45.0,25.0,75.0,17.0,-1.0,3.0,76667,Mexia,TX,LIMESTONE,"",31.674789,-96.52153
1374,MEDICAL CENTER OF MCKINNEY,MCKINNEY,TX,75069,97.0,88.0,98.0,94.0,96.0,94.0,85.0,57.1,35.7,62.2,27.4,0.57,0.11,75069,Mc Kinney,TX,COLLIN,"",33.141438,-96.588295
1375,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,DALLAS,TX,75231,59.0,75.0,94.0,92.0,92.0,96.0,60.0,55.8,27.9,68.2,20.2,0.09,0.07,75231,Dallas,TX,DALLAS,"",32.880025,-96.740103
1376,MATAGORDA REGIONAL MEDICAL CENTER,BAY CITY,TX,77414,0.0,100.0,0.0,0.0,93.0,0.0,21.0,55.0,29.0,72.0,19.6,0.0,0.0,77414,Bay City,TX,MATAGORDA,"",28.86362,-95.917347
1377,WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,75091,0.0,57.0,52.0,92.0,96.0,38.0,38.0,43.5,13.0,83.5,17.7,0.0,0.0,75091,Sherman,TX,GRAYSON,"",33.678665,-96.662289
1378,THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,77640,34.0,72.0,81.0,95.0,73.0,71.0,68.0,27.8,27.8,66.0,20.3,0.04,0.99,77640,Port Arthur,TX,JEFFERSON,"",29.870904,-93.964278
1379,METHODIST RICHARDSON MEDICAL CENTER,RICHARDSON,TX,75082,2.0,4.0,91.0,59.0,59.0,18.0,0.0,46.9,25.0,65.8,22.2,0.0,0.0,75082,Richardson,TX,DALLAS,"",32.979315,-96.69137
